codigo_snies,cedula,programa,institucion,fecha_graduacion,tipo_titulo
SNIES-135141,1094294669,Derecho,,2018-12-12 21:40:39.043579,PROFESIONAL
SNIES-368144,1110578228,Economía,,2023-12-11 21:40:39.851985,PROFESIONAL
SNIES-471692,1100838008,Medicina,,2021-12-11 21:40:39.059540,PROFESIONAL
SNIES-489971,1082323402,Ingeniería de Sistemas,,2022-12-11 21:40:38.683773,PROFESIONAL
SNIES-617678,1120308792,Contaduría Pública,,2025-10-07 21:40:41.215381,PROFESIONAL
SNIES-209295,1118002213,Psicología,,2023-12-11 21:40:38.666280,PROFESIONAL
SNIES-344095,1115451643,Tecnología en Contabilidad y Finanzas,,2023-12-11 21:40:38.829393,TECNOLOGO
SNIES-765858,1112992083,Tecnología en Sistemas,,2024-12-10 21:40:39.209070,TECNOLOGO
SNIES-177391,1120480103,Medicina,Colegio Distrital San Francisco,2025-03-22 21:40:41.199353,PROFESIONAL
SNIES-569485,1124008027,Enfermería,Institución Educativa José María Córdoba,2022-12-11 21:40:41.301009,PROFESIONAL
SNIES-200306,1101074602,Tecnología en Electrónica,SENA Regional Antioquia,2023-12-11 21:40:39.236101,TECNOLOGO
SNIES-619205,1110328779,Tecnología en Electrónica,,2024-12-10 21:40:40.753118,TECNOLOGO
SNIES-895028,1108664927,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:38.794383,TECNOLOGO
SNIES-400390,1117199198,Ingeniería Civil,,2021-12-11 21:40:38.828617,PROFESIONAL
SNIES-540541,1105263055,Economía,,2022-12-11 21:40:38.652759,PROFESIONAL
SNIES-813823,1111325246,Tecnología en Sistemas,,2024-12-10 21:40:39.418886,TECNOLOGO
SNIES-101487,1086141106,Ingeniería de Sistemas,,2025-05-06 21:40:41.201702,PROFESIONAL
SNIES-840824,1103165396,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:40.018798,TECNOLOGO
SNIES-914247,1100302681,Derecho,SENA Regional Atlántico,2024-12-10 21:40:39.184103,PROFESIONAL
SNIES-888882,1080474740,Contaduría Pública,,2023-12-11 21:40:38.545594,PROFESIONAL
SNIES-421186,1124974603,Administración de Empresas,Colegio Departamental Simón Bolívar,2024-12-10 21:40:41.284509,PROFESIONAL
SNIES-326889,1099235096,Medicina,SENA Regional Bogotá,2023-12-11 21:40:41.284026,PROFESIONAL
SNIES-618560,1086740907,Arquitectura,,2021-12-11 21:40:39.175753,PROFESIONAL
SNIES-868780,1098064648,Enfermería,,2021-12-11 21:40:38.794768,PROFESIONAL
SNIES-788954,1114143120,Economía,,2024-12-10 21:40:38.950222,PROFESIONAL
SNIES-247019,1100276153,Tecnología en Sistemas,,2024-12-10 21:40:39.878900,TECNOLOGO
SNIES-940655,1116799788,Contaduría Pública,SENA Regional Antioquia,2022-12-11 21:40:41.270047,PROFESIONAL
SNIES-114954,1103202536,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:39.676962,TECNOLOGO
SNIES-469422,1110904962,Arquitectura,Academia Superior de Gestión,2024-12-10 21:40:41.137034,PROFESIONAL
SNIES-250363,1089178553,Derecho,,2023-12-11 21:40:39.958476,PROFESIONAL
SNIES-290387,1088105778,Contaduría Pública,,2024-12-10 21:40:40.620769,PROFESIONAL
SNIES-314715,1116587489,Administración de Empresas,,2024-12-10 21:40:40.269347,PROFESIONAL
SNIES-651051,1118256361,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:38.550442,TECNOLOGO
SNIES-730535,1225691512,Derecho,,2021-12-11 21:40:41.093072,PROFESIONAL
SNIES-115987,1118959325,Tecnología en Gestión Administrativa,,2024-12-10 21:40:39.265638,TECNOLOGO
SNIES-826060,1107570060,Tecnología en Gestión Administrativa,,2024-12-10 21:40:40.640301,TECNOLOGO
SNIES-647859,1082004098,Ingeniería de Sistemas,,2024-12-10 21:40:40.392383,PROFESIONAL
SNIES-297168,1267201772,Economía,,2024-12-10 21:40:41.095210,PROFESIONAL
SNIES-669472,1107538114,Medicina,,2023-12-11 21:40:40.277779,PROFESIONAL
SNIES-622614,1119195299,Enfermería,,2024-12-10 21:40:39.036906,PROFESIONAL
SNIES-624143,1084974326,Ingeniería de Sistemas,,2022-12-11 21:40:40.512523,PROFESIONAL
SNIES-291638,1107590210,Derecho,,2024-12-10 21:40:41.314744,PROFESIONAL
SNIES-114620,1100987272,Tecnología en Contabilidad y Finanzas,Academia Superior de Gestión,2023-12-11 21:40:41.142274,TECNOLOGO
SNIES-205264,1298613979,Contaduría Pública,,2023-12-11 21:40:41.105379,PROFESIONAL
SNIES-632935,1109616952,Administración de Empresas,,2024-12-10 21:40:39.562764,PROFESIONAL
SNIES-361325,1119927631,Derecho,,2024-12-10 21:40:40.034841,PROFESIONAL
SNIES-991787,1104130091,Ingeniería Civil,,2023-12-11 21:40:39.643358,PROFESIONAL
SNIES-268803,1119131755,Psicología,,2021-12-11 21:40:38.807990,PROFESIONAL
SNIES-721587,1113428126,Enfermería,,2023-12-11 21:40:38.659653,PROFESIONAL
SNIES-407574,1093697655,Ingeniería Civil,Colegio Nacional Loperena,2025-02-14 21:40:41.213633,PROFESIONAL
SNIES-181107,1094536130,Psicología,,2021-12-11 21:40:39.721855,PROFESIONAL
SNIES-697961,1134900323,Medicina,,2024-12-10 21:40:41.306772,PROFESIONAL
SNIES-974319,1096966388,Contaduría Pública,,2022-12-11 21:40:39.809212,PROFESIONAL
SNIES-146592,1116818135,Tecnología en Electrónica,,2024-12-10 21:40:39.610333,TECNOLOGO
SNIES-270541,1083315982,Administración de Empresas,,2024-12-10 21:40:39.335009,PROFESIONAL
SNIES-102320,1119356571,Psicología,SENA Regional Bogotá,2025-03-24 21:40:41.202004,PROFESIONAL
SNIES-969399,1113602410,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:38.717098,TECNOLOGO
SNIES-374103,1134634001,Contaduría Pública,SENA Regional Valle del Cauca,2025-06-03 21:40:41.215011,PROFESIONAL
SNIES-918758,1098294190,Medicina,,2023-12-11 21:40:40.967117,PROFESIONAL
SNIES-725385,1102637474,Ingeniería Civil,,2022-12-11 21:40:40.520230,PROFESIONAL
SNIES-254830,1116186434,Tecnología en Electrónica,,2023-12-11 21:40:39.677404,TECNOLOGO
SNIES-578359,1105767320,Contaduría Pública,SENA Regional Bogotá,2024-12-10 21:40:40.679750,PROFESIONAL
SNIES-138260,1118856220,Administración de Empresas,,2024-12-10 21:40:39.952850,PROFESIONAL
SNIES-879814,1083228432,Derecho,,2024-12-10 21:40:40.777967,PROFESIONAL
SNIES-656449,1109883312,Tecnología en Sistemas,SENA Regional Bogotá,2024-12-10 21:40:38.840072,TECNOLOGO
SNIES-220666,1104746231,Tecnología en Gestión Administrativa,,2024-12-10 21:40:39.173648,TECNOLOGO
SNIES-232719,1097623513,Psicología,,2023-12-11 21:40:40.486577,PROFESIONAL
SNIES-771879,1081593755,Administración de Empresas,,2018-12-12 21:40:39.147710,PROFESIONAL
SNIES-284455,1118134097,Tecnología en Sistemas,,2024-12-10 21:40:39.927945,TECNOLOGO
SNIES-978966,1093985721,Ingeniería Civil,,2024-12-10 21:40:40.894894,PROFESIONAL
SNIES-987913,1114132801,Economía,,2024-12-10 21:40:39.282813,PROFESIONAL
SNIES-436090,1107943859,Psicología,,2021-12-11 21:40:38.763051,PROFESIONAL
SNIES-944746,1109826434,Psicología,,2024-12-10 21:40:41.281393,PROFESIONAL
SNIES-514300,1114141668,Contaduría Pública,,2021-12-11 21:40:40.279938,PROFESIONAL
SNIES-962649,1095367601,Contaduría Pública,,2020-12-11 21:40:40.706585,PROFESIONAL
SNIES-425006,1107977254,Economía,,2023-12-11 21:40:41.272168,PROFESIONAL
SNIES-595291,1101366858,Ingeniería Civil,,2023-12-11 21:40:39.023372,PROFESIONAL
SNIES-855472,1110499144,Tecnología en Electrónica,,2024-12-10 21:40:40.923538,TECNOLOGO
SNIES-342889,1109388432,Tecnología en Sistemas,,2024-12-10 21:40:40.030092,TECNOLOGO
SNIES-851980,1088500745,Economía,,2022-12-11 21:40:39.572571,PROFESIONAL
SNIES-525986,1102247115,Ingeniería Civil,,2023-12-11 21:40:41.271868,PROFESIONAL
SNIES-229500,1098509396,Administración de Empresas,,2022-12-11 21:40:39.369526,PROFESIONAL
SNIES-300066,1143639798,Contaduría Pública,Colegio Nacional Loperena,2023-12-11 21:40:41.323846,PROFESIONAL
SNIES-189216,1087011966,Derecho,,2023-12-11 21:40:40.153069,PROFESIONAL
SNIES-693301,1100668806,Arquitectura,Academia Superior de Gestión,2024-12-10 21:40:41.170433,PROFESIONAL
SNIES-769791,1100623250,Tecnología en Electrónica,,2024-12-10 21:40:39.311999,TECNOLOGO
SNIES-221508,1097486684,Arquitectura,,2020-12-11 21:40:40.528115,PROFESIONAL
SNIES-719495,1113512887,Tecnología en Electrónica,,2023-12-11 21:40:39.823261,TECNOLOGO
SNIES-291408,1083063155,Contaduría Pública,,2024-12-10 21:40:39.955335,PROFESIONAL
SNIES-162861,1117358993,Ingeniería Civil,,2023-12-11 21:40:39.925597,PROFESIONAL
SNIES-626118,1114137529,Tecnología en Sistemas,,2024-12-10 21:40:39.074703,TECNOLOGO
SNIES-499544,1097194913,Enfermería,SENA Regional Antioquia,2022-12-11 21:40:40.073316,PROFESIONAL
SNIES-409894,1112295753,Tecnología en Sistemas,,2024-12-10 21:40:40.523625,TECNOLOGO
SNIES-198783,1103125920,Economía,,2024-12-23 21:40:41.220736,PROFESIONAL
SNIES-527681,1105591080,Tecnología en Electrónica,,2024-12-10 21:40:40.883482,TECNOLOGO
SNIES-278476,1111589900,Tecnología en Electrónica,,2024-12-10 21:40:38.697047,TECNOLOGO
SNIES-661793,1092250147,Ingeniería Civil,,2022-12-11 21:40:40.411464,PROFESIONAL
SNIES-641988,1218740072,Psicología,,2020-12-11 21:40:41.075842,PROFESIONAL
SNIES-936539,1113564691,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:38.812159,TECNOLOGO
SNIES-533722,1105640235,Derecho,SENA Regional Valle del Cauca,2022-12-11 21:40:40.131941,PROFESIONAL
SNIES-262831,1096725890,Psicología,,2022-12-11 21:40:40.819409,PROFESIONAL
SNIES-658523,1096943158,Arquitectura,,2022-12-11 21:40:39.118301,PROFESIONAL
SNIES-353617,1107847236,Tecnología en Sistemas,,2024-12-10 21:40:39.087151,TECNOLOGO
SNIES-810857,1088029037,Psicología,,2020-12-11 21:40:39.308931,PROFESIONAL
SNIES-639833,1102267793,Derecho,SENA Regional Valle del Cauca,2021-12-11 21:40:40.211876,PROFESIONAL
SNIES-836255,1094123872,Economía,,2021-12-11 21:40:40.885462,PROFESIONAL
SNIES-232363,1128443863,Arquitectura,Colegio Distrital San Francisco,2024-12-10 21:40:41.276652,PROFESIONAL
SNIES-631559,1114802122,Derecho,,2024-12-10 21:40:39.879295,PROFESIONAL
SNIES-879370,1104895823,Contaduría Pública,,2024-12-10 21:40:41.272106,PROFESIONAL
SNIES-933963,1103082865,Contaduría Pública,,2024-12-10 21:40:41.320903,PROFESIONAL
SNIES-516473,1097019066,Arquitectura,,2020-12-11 21:40:38.898807,PROFESIONAL
SNIES-618199,1100981879,Contaduría Pública,Universidad Virtual del Caribe Online,2022-12-11 21:40:41.149623,PROFESIONAL
SNIES-512107,1117392554,Arquitectura,,2024-12-10 21:40:39.301686,PROFESIONAL
SNIES-820694,1092012366,Enfermería,,2019-12-12 21:40:39.580771,PROFESIONAL
SNIES-186230,1109327113,Derecho,,2025-02-20 21:40:41.266970,PROFESIONAL
SNIES-292420,1109243002,Tecnología en Sistemas,,2024-12-10 21:40:40.615401,TECNOLOGO
SNIES-441777,1090873360,Economía,,2022-12-11 21:40:39.105444,PROFESIONAL
SNIES-405402,1144748724,Economía,Institución Educativa José María Córdoba,2023-12-11 21:40:41.283789,PROFESIONAL
SNIES-346345,1141789317,Ingeniería Civil,SENA Regional Atlántico,2025-11-09 21:40:41.198517,PROFESIONAL
SNIES-337539,1100622097,Ingeniería Civil,,2025-01-03 21:40:41.258625,PROFESIONAL
SNIES-270529,1086672987,Economía,,2021-12-11 21:40:40.642257,PROFESIONAL
SNIES-956344,1097338202,Psicología,,2024-12-10 21:40:41.319377,PROFESIONAL
SNIES-146882,1110323951,Contaduría Pública,,2022-12-11 21:40:41.321366,PROFESIONAL
SNIES-328205,1111864477,Tecnología en Contabilidad y Finanzas,,2023-12-11 21:40:40.795673,TECNOLOGO
SNIES-577252,1107035856,Administración de Empresas,Instituto Digital Global,2022-12-11 21:40:41.134267,PROFESIONAL
SNIES-351600,1117156838,Arquitectura,SENA Regional Antioquia,2025-03-20 21:40:41.220079,PROFESIONAL
SNIES-367812,1044467190,Derecho,Institución Educativa José María Córdoba,2025-05-31 21:40:41.224529,PROFESIONAL
SNIES-688401,1093171452,Economía,,2024-12-10 21:40:39.703902,PROFESIONAL
SNIES-697560,1088915853,Economía,,2023-12-11 21:40:39.539041,PROFESIONAL
SNIES-307005,1110695138,Derecho,,2023-12-11 21:40:39.388373,PROFESIONAL
SNIES-313940,1090303106,Medicina,,2019-12-12 21:40:39.817336,PROFESIONAL
SNIES-869703,1107805225,Psicología,,2025-05-28 21:40:41.235921,PROFESIONAL
SNIES-180201,1110414488,Contaduría Pública,,2025-07-25 21:40:41.211531,PROFESIONAL
SNIES-366478,1083790766,Economía,,2020-12-11 21:40:40.335731,PROFESIONAL
SNIES-841348,1112695151,Arquitectura,,2025-02-19 21:40:41.201885,PROFESIONAL
SNIES-715550,1093614897,Psicología,,2018-12-12 21:40:38.850535,PROFESIONAL
SNIES-464330,1112225137,Tecnología en Gestión Administrativa,,2024-12-10 21:40:39.353110,TECNOLOGO
SNIES-850036,1103091012,Ingeniería de Sistemas,,2024-12-10 21:40:40.515288,PROFESIONAL
SNIES-908358,1088152260,Medicina,,2021-12-11 21:40:39.653681,PROFESIONAL
SNIES-889044,1107169110,Arquitectura,,2024-12-10 21:40:40.460686,PROFESIONAL
SNIES-832183,1100875037,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:39.939232,TECNOLOGO
SNIES-608508,1142405659,Administración de Empresas,,2024-12-10 21:40:41.300390,PROFESIONAL
SNIES-475581,1100125029,Tecnología en Gestión Administrativa,,2024-12-10 21:40:38.946388,TECNOLOGO
SNIES-407094,1105856069,Ingeniería Civil,,2024-12-10 21:40:39.261477,PROFESIONAL
SNIES-127309,1098139813,Administración de Empresas,SENA Regional Antioquia,2022-12-11 21:40:38.796678,PROFESIONAL
SNIES-127552,1097600732,Medicina,SENA Regional Bogotá,2022-12-11 21:40:41.315875,PROFESIONAL
SNIES-938424,1100981427,Enfermería,,2025-09-03 21:40:41.201345,PROFESIONAL
SNIES-550596,1104600264,Ingeniería Civil,SENA Regional Atlántico,2024-12-30 21:40:41.249447,PROFESIONAL
SNIES-946873,1085834548,Contaduría Pública,,2021-12-11 21:40:39.089868,PROFESIONAL
SNIES-286250,1087638292,Derecho,,2024-12-10 21:40:40.284149,PROFESIONAL
SNIES-710668,1113350036,Arquitectura,,2023-12-11 21:40:39.004070,PROFESIONAL
SNIES-275452,1116032637,Enfermería,SENA Regional Antioquia,2024-12-10 21:40:41.277188,PROFESIONAL
SNIES-346449,1086000859,Ingeniería de Sistemas,,2019-12-12 21:40:38.608902,PROFESIONAL
SNIES-954460,1116270455,Tecnología en Electrónica,,2024-12-10 21:40:39.849328,TECNOLOGO
SNIES-310149,1083470173,Derecho,,2023-12-11 21:40:38.598460,PROFESIONAL
SNIES-693885,1101017591,Arquitectura,,2022-12-11 21:40:39.549412,PROFESIONAL
SNIES-257141,1102748160,Tecnología en Sistemas,,2024-12-10 21:40:38.884110,TECNOLOGO
SNIES-410505,1095537184,Administración de Empresas,,2023-12-11 21:40:39.329832,PROFESIONAL
SNIES-260536,1080438652,Derecho,,2024-12-10 21:40:39.455404,PROFESIONAL
SNIES-908832,1103619107,Ingeniería de Sistemas,,2024-12-10 21:40:40.081539,PROFESIONAL
SNIES-889349,1097443051,Medicina,,2021-12-11 21:40:38.807711,PROFESIONAL
SNIES-120012,1251300731,Tecnología en Gestión Administrativa,,2024-12-10 21:40:41.030139,TECNOLOGO
SNIES-328174,1115619290,Contaduría Pública,,2024-12-10 21:40:38.854002,PROFESIONAL
SNIES-524171,1108194689,Tecnología en Gestión Administrativa,,2024-12-10 21:40:39.534110,TECNOLOGO
SNIES-215572,1117583596,Contaduría Pública,,2024-12-10 21:40:41.300331,PROFESIONAL
SNIES-106903,1104171185,Ingeniería Civil,,2021-12-11 21:40:40.898459,PROFESIONAL
SNIES-854507,1116976889,Enfermería,SENA Regional Antioquia,2024-12-10 21:40:39.802786,PROFESIONAL
SNIES-451394,1102740109,Tecnología en Gestión Administrativa,,2023-12-11 21:40:38.997514,TECNOLOGO
SNIES-514249,1088595796,Economía,,2021-12-11 21:40:39.210369,PROFESIONAL
SNIES-740034,1107395945,Tecnología en Gestión Administrativa,,2024-12-10 21:40:39.178112,TECNOLOGO
SNIES-108449,1102085673,Derecho,,2025-01-08 21:40:41.245707,PROFESIONAL
SNIES-944234,1105297003,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:38.602372,TECNOLOGO
SNIES-968997,1114684364,Tecnología en Electrónica,,2023-12-11 21:40:39.501945,TECNOLOGO
SNIES-523483,1113880205,Tecnología en Electrónica,,2023-12-11 21:40:38.716286,TECNOLOGO
SNIES-306470,1080730568,Derecho,,2023-12-11 21:40:40.693547,PROFESIONAL
SNIES-682312,1115994028,Administración de Empresas,,2023-12-11 21:40:39.739176,PROFESIONAL
SNIES-112457,1091811611,Ingeniería Civil,,2020-12-11 21:40:40.487722,PROFESIONAL
SNIES-494645,1084600751,Enfermería,,2021-12-11 21:40:39.745001,PROFESIONAL
SNIES-901018,1119732844,Ingeniería Civil,,2024-12-10 21:40:40.304544,PROFESIONAL
SNIES-403226,1106751197,Tecnología en Gestión Administrativa,SENA Regional Bogotá,2024-12-10 21:40:38.871974,TECNOLOGO
SNIES-381281,1094615746,Psicología,,2019-12-12 21:40:38.698789,PROFESIONAL
SNIES-153725,1098009803,Ingeniería Civil,,2025-02-17 21:40:41.220494,PROFESIONAL
SNIES-783530,1114861478,Tecnología en Gestión Administrativa,,2024-12-10 21:40:40.753394,TECNOLOGO
SNIES-882190,1082331069,Enfermería,,2020-12-11 21:40:38.851406,PROFESIONAL
SNIES-842707,1091544749,Administración de Empresas,,2019-12-12 21:40:40.214037,PROFESIONAL
SNIES-833220,1093471391,Administración de Empresas,,2018-12-12 21:40:40.765603,PROFESIONAL
SNIES-802534,1142271018,Economía,SENA Regional Atlántico,2025-02-24 21:40:41.241529,PROFESIONAL
SNIES-469591,1101803677,Tecnología en Electrónica,,2024-12-10 21:40:38.800319,TECNOLOGO
SNIES-324830,1137898872,Enfermería,Colegio Nacional Loperena,2025-03-07 21:40:41.261343,PROFESIONAL
SNIES-151189,1100520596,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:39.251287,TECNOLOGO
SNIES-151354,1112906141,Contaduría Pública,,2022-12-11 21:40:40.092931,PROFESIONAL
SNIES-652153,1112872387,Psicología,,2022-12-11 21:40:39.337516,PROFESIONAL
SNIES-210453,1081134316,Ingeniería de Sistemas,,2022-12-11 21:40:40.163892,PROFESIONAL
SNIES-242779,1081297218,Arquitectura,,2020-12-11 21:40:40.017276,PROFESIONAL
SNIES-672934,1293172592,Ingeniería de Sistemas,,2024-12-10 21:40:41.095096,PROFESIONAL
SNIES-453753,1096141648,Arquitectura,,2020-12-11 21:40:40.400735,PROFESIONAL
SNIES-557653,1112500806,Administración de Empresas,,2024-12-10 21:40:39.080606,PROFESIONAL
SNIES-451569,1112280007,Tecnología en Sistemas,,2024-12-10 21:40:39.169190,TECNOLOGO
SNIES-187252,1080879995,Derecho,,2023-12-11 21:40:39.014967,PROFESIONAL
SNIES-469105,1083522544,Administración de Empresas,,2022-12-11 21:40:39.639878,PROFESIONAL
SNIES-269690,1107218746,Ingeniería Civil,,2024-12-10 21:40:39.496724,PROFESIONAL
SNIES-384105,1080583918,Psicología,,2023-12-11 21:40:38.846138,PROFESIONAL
SNIES-568486,1081733270,Psicología,,2023-12-11 21:40:38.594225,PROFESIONAL
SNIES-302485,1081548036,Ingeniería Civil,SENA Regional Atlántico,2022-12-11 21:40:39.192855,PROFESIONAL
SNIES-177884,1118775339,Psicología,,2023-12-11 21:40:40.864316,PROFESIONAL
SNIES-436297,1083497969,Enfermería,,2021-12-11 21:40:40.557443,PROFESIONAL
SNIES-584953,1090618479,Administración de Empresas,,2021-12-11 21:40:40.805846,PROFESIONAL
SNIES-918402,1080549310,Psicología,,2022-12-11 21:40:40.850150,PROFESIONAL
SNIES-225267,1119804252,Enfermería,,2024-12-10 21:40:39.645675,PROFESIONAL
SNIES-693998,1107872123,Tecnología en Gestión Administrativa,,2024-12-10 21:40:40.218693,TECNOLOGO
SNIES-209606,1113675360,Tecnología en Gestión Administrativa,,2024-12-10 21:40:40.291368,TECNOLOGO
SNIES-358276,1118027174,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:39.988835,TECNOLOGO
SNIES-862167,1145514385,Medicina,SENA Regional Antioquia,2024-12-10 21:40:41.304666,PROFESIONAL
SNIES-210942,1116379876,Arquitectura,,2024-12-10 21:40:40.008602,PROFESIONAL
SNIES-246983,1103344627,Ingeniería Civil,,2024-12-10 21:40:40.936637,PROFESIONAL
SNIES-718680,1235792822,Arquitectura,,2022-12-11 21:40:41.013381,PROFESIONAL
SNIES-852187,1116439835,Enfermería,,2024-12-10 21:40:39.004735,PROFESIONAL
SNIES-834925,1117567865,Psicología,,2025-05-01 21:40:41.256001,PROFESIONAL
SNIES-161299,1112800428,Tecnología en Gestión Administrativa,SENA Regional Antioquia,2024-12-10 21:40:38.657367,TECNOLOGO
SNIES-962120,1111016041,Ingeniería Civil,,2023-12-11 21:40:38.940892,PROFESIONAL
SNIES-844444,1112610816,Arquitectura,,2023-12-11 21:40:38.903368,PROFESIONAL
SNIES-819978,1088008992,Medicina,,2021-12-11 21:40:39.101561,PROFESIONAL
SNIES-809863,1101186235,Administración de Empresas,,2024-12-10 21:40:40.242882,PROFESIONAL
SNIES-826631,1113619776,Medicina,Centro Educativo Los Pinos,2024-12-10 21:40:41.146330,PROFESIONAL
SNIES-920138,1094916535,Ingeniería Civil,SENA Regional Bogotá,2017-12-12 21:40:38.820080,PROFESIONAL
SNIES-968797,1082811133,Ingeniería de Sistemas,,2020-12-11 21:40:39.222813,PROFESIONAL
SNIES-685850,1108535764,Tecnología en Sistemas,,2024-12-10 21:40:39.515516,TECNOLOGO
SNIES-846966,1119764447,Tecnología en Electrónica,,2023-12-11 21:40:39.023926,TECNOLOGO
SNIES-955068,1118526227,Ingeniería Civil,,2023-12-11 21:40:38.564208,PROFESIONAL
SNIES-103172,1117975315,Ingeniería de Sistemas,,2022-12-11 21:40:39.530970,PROFESIONAL
SNIES-573607,1110077880,Tecnología en Electrónica,Centro Educativo Los Pinos,2024-12-10 21:40:41.160118,TECNOLOGO
SNIES-531890,1084773317,Derecho,,2020-12-11 21:40:39.412145,PROFESIONAL
SNIES-371518,1109456117,Administración de Empresas,,2023-12-11 21:40:38.595467,PROFESIONAL
SNIES-428806,1083497527,Medicina,,2023-12-11 21:40:39.337993,PROFESIONAL
SNIES-250968,1101865310,Contaduría Pública,,2024-12-10 21:40:39.713599,PROFESIONAL
SNIES-232700,1090659082,Ingeniería de Sistemas,,2018-12-12 21:40:39.965871,PROFESIONAL
SNIES-356009,1141039126,Economía,SENA Regional Valle del Cauca,2025-06-19 21:40:41.260271,PROFESIONAL
SNIES-404675,1102175208,Economía,,2024-12-10 21:40:40.897313,PROFESIONAL
SNIES-243813,1104073904,Arquitectura,,2024-12-10 21:40:40.881603,PROFESIONAL
SNIES-372089,1113871880,Tecnología en Gestión Administrativa,,2024-12-10 21:40:40.059060,TECNOLOGO
SNIES-142323,1104008003,Ingeniería de Sistemas,,2022-12-11 21:40:39.316975,PROFESIONAL
SNIES-777276,1114853110,Tecnología en Sistemas,,2023-12-11 21:40:39.338803,TECNOLOGO
SNIES-737492,1111101310,Administración de Empresas,,2024-12-10 21:40:40.676610,PROFESIONAL
SNIES-828171,1090803282,Contaduría Pública,,2022-12-11 21:40:39.773923,PROFESIONAL
SNIES-132557,1086951348,Economía,,2024-12-10 21:40:40.475108,PROFESIONAL
SNIES-746899,1102682989,Contaduría Pública,Academia Superior de Gestión,2021-12-11 21:40:41.148007,PROFESIONAL
SNIES-502807,1104009873,Ingeniería Civil,,2024-12-10 21:40:40.833032,PROFESIONAL
SNIES-730023,1118269104,Tecnología en Sistemas,,2024-12-10 21:40:38.647146,TECNOLOGO
SNIES-872944,1090195136,Psicología,,2024-12-10 21:40:40.377288,PROFESIONAL
SNIES-540338,1108332764,Arquitectura,,2024-12-10 21:40:40.945749,PROFESIONAL
SNIES-885479,1110813527,Arquitectura,,2022-12-11 21:40:39.294817,PROFESIONAL
SNIES-183159,1111524483,Administración de Empresas,,2024-12-10 21:40:39.992687,PROFESIONAL
SNIES-215052,1245542958,Tecnología en Gestión Administrativa,,2023-12-11 21:40:41.100970,TECNOLOGO
SNIES-157735,1085514422,Ingeniería de Sistemas,,2024-12-10 21:40:39.613464,PROFESIONAL
SNIES-604785,1114689631,Ingeniería Civil,SENA Regional Bogotá,2022-12-11 21:40:41.270428,PROFESIONAL
SNIES-599542,1119420956,Tecnología en Electrónica,Centro Educativo Los Pinos,2024-12-10 21:40:41.173099,TECNOLOGO
SNIES-465081,1097210858,Derecho,,2020-12-11 21:40:40.400349,PROFESIONAL
SNIES-764157,1085997207,Ingeniería de Sistemas,,2022-12-11 21:40:39.512036,PROFESIONAL
SNIES-242071,1104208736,Tecnología en Sistemas,,2023-12-11 21:40:39.586047,TECNOLOGO
SNIES-830336,1117010361,Contaduría Pública,,2023-12-11 21:40:40.954253,PROFESIONAL
SNIES-959214,1112334540,Derecho,,2024-12-10 21:40:40.786516,PROFESIONAL
SNIES-602045,1102165529,Tecnología en Gestión Administrativa,,2023-12-11 21:40:39.319426,TECNOLOGO
SNIES-364431,1110345408,Ingeniería de Sistemas,,2021-12-11 21:40:38.957156,PROFESIONAL
SNIES-817187,1080859323,Ingeniería de Sistemas,SENA Regional Antioquia,2022-12-11 21:40:39.687179,PROFESIONAL
SNIES-919040,1116226147,Psicología,,2025-03-11 21:40:41.209274,PROFESIONAL
SNIES-514371,1081757261,Contaduría Pública,,2024-12-10 21:40:39.341364,PROFESIONAL
SNIES-754893,1081503013,Medicina,,2023-12-11 21:40:39.957029,PROFESIONAL
SNIES-120470,1113009149,Tecnología en Sistemas,,2024-12-10 21:40:39.740500,TECNOLOGO
SNIES-503469,1113148457,Economía,,2024-12-10 21:40:39.481563,PROFESIONAL
SNIES-969015,1101728723,Psicología,,2022-12-11 21:40:38.594849,PROFESIONAL
SNIES-719629,1007607202,Enfermería,Colegio Nacional Loperena,2025-05-27 21:40:41.241343,PROFESIONAL
SNIES-941152,1081449303,Medicina,SENA Regional Atlántico,2020-12-11 21:40:39.720658,PROFESIONAL
SNIES-989269,1088105778,Ingeniería de Sistemas,,2020-12-11 21:40:39.301572,PROFESIONAL
SNIES-276185,1119305074,Contaduría Pública,,2024-12-10 21:40:40.957415,PROFESIONAL
SNIES-937869,1110023872,Arquitectura,SENA Regional Atlántico,2024-12-10 21:40:40.823379,PROFESIONAL
SNIES-316639,1124414978,Psicología,SENA Regional Antioquia,2025-01-20 21:40:41.233243,PROFESIONAL
SNIES-791935,1107578751,Tecnología en Gestión Administrativa,,2024-12-10 21:40:39.433770,TECNOLOGO
SNIES-834995,1108498269,Ingeniería de Sistemas,,2022-12-11 21:40:40.711961,PROFESIONAL
