sisben_id,cedula,sisben_nivel,sisben_puntaje,departamento,municipio,fecha_actualizacion
46312,1096988533,A,36.12,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46313,1099448226,B,50.47,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46314,1127571759,B,54.41,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46315,1080258159,B,52.29,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46316,548586,B,52.19,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46317,1101130715,A,20.93,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46318,101859,C,55.29,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46319,1141510644,A,18.24,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46320,1104195093,A,38.35,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46321,1113216006,C,63.97,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46322,1116905617,B,46.49,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46323,1140079210,B,54.13,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46324,1138200156,B,51.18,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46325,1118785048,A,5.48,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46326,1147211137,A,9.5,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46327,1081683107,B,49.13,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46328,1119163472,C,57.13,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46329,1149145507,C,55.98,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46330,1098242701,C,62.2,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46331,1103927537,B,42.3,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46332,1127418858,A,33.42,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46333,1103890446,B,49.23,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46334,1117601258,B,41.0,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46335,1104635193,B,43.05,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46336,1100588523,B,46.25,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46337,1142160148,A,21.89,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46338,1143035334,B,53.14,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46339,1106974636,D,75.96,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46340,1110496094,C,58.64,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46341,1116454010,D,76.29,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46342,1054661807,A,25.58,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46343,1087400183,B,44.72,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46344,1106290013,B,43.8,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46345,1102391569,B,47.9,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46346,1090882733,C,61.97,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46347,1118572956,C,64.95,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46348,1033786915,C,63.45,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46349,1009097097,A,7.9,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46350,1100035950,B,41.32,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46351,1084219232,A,9.5,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46352,1141707412,B,48.4,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46353,1081141072,A,39.93,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46354,1139826388,B,50.01,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46355,376237,C,60.23,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46356,1144836947,B,47.76,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46357,1149194760,B,54.74,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46358,1121053869,D,77.22,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46359,1114273291,C,60.04,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46360,1094433477,A,10.41,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46361,1089470452,A,24.89,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46362,1121665171,A,8.89,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46363,1134159734,A,5.14,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46364,1140831694,C,60.03,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46365,1116141758,B,54.34,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46366,1137138196,B,51.4,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46367,1109632315,A,16.06,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46368,1100126832,D,74.33,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46369,1119168652,B,50.21,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46370,1097764113,C,62.98,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46371,1110939007,B,48.19,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46372,1118052228,B,47.34,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46373,1084233804,A,28.43,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46374,1142461942,A,39.21,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46375,1118050843,A,2.82,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46376,1115265160,A,0.47,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46377,1107770282,B,45.32,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46378,1077132514,C,60.22,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46379,1114073323,B,52.45,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46380,1096307948,B,48.9,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46381,1107741575,A,21.06,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46382,1025923514,B,48.57,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46383,1086353304,B,43.19,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46384,1100830090,D,75.09,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46385,921104,B,51.68,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46386,1111848871,A,18.67,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46387,1096412349,B,49.41,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46388,1118885085,B,47.02,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46389,1089045602,A,4.67,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46390,1117914409,A,7.16,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46391,1138426232,D,93.76,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46392,1125216426,C,61.72,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46393,1111696060,C,57.36,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46394,1114666893,B,48.08,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46395,1086632998,A,39.18,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46396,1143015359,B,53.92,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46397,1125176237,B,44.07,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46398,1109812927,A,23.99,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46399,1088325440,C,57.87,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46400,573231,C,59.12,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46401,1105880321,B,51.23,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46402,1100610224,B,43.16,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46403,1138750274,C,61.92,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46404,922757,B,53.89,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46405,1114968027,B,52.45,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46406,1135856444,C,57.76,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46407,1105526194,B,54.85,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46408,1101349079,B,49.89,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46409,1118836139,B,47.84,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46410,1118846260,C,59.24,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46411,1129065003,B,50.61,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46412,1123522466,A,0.94,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46413,1114247992,B,46.1,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46414,1118743696,B,44.72,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46415,1091080286,B,49.56,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46416,1109897219,B,41.68,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46417,1124208496,B,44.53,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46418,1105111973,A,6.13,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46419,1101998178,A,10.11,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46420,1100408254,A,29.12,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46421,1148062330,C,56.81,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46422,1120820990,C,55.8,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46423,1140107309,A,24.9,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46424,1104393408,B,49.93,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46425,1109226573,B,51.72,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46426,1125371235,B,51.12,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46427,1133142857,B,45.19,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46428,1039955264,B,50.96,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46429,1093629316,B,43.63,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46430,1105988545,C,60.4,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46431,1124662112,A,28.06,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46432,1117790795,B,48.23,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46433,1135717559,C,55.52,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46434,1083884261,B,53.11,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46435,1149627928,B,46.14,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46436,1044722982,B,53.62,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46437,1119885312,C,62.81,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46438,1110911987,A,0.16,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46439,1109313235,A,35.14,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46440,1097905851,B,51.4,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46441,1144036146,A,13.24,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46442,1032416546,A,40.95,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46443,1110404796,B,49.59,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46444,1114568393,B,47.33,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46445,1105085014,D,85.56,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46446,1138633728,A,36.47,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46447,1130196524,B,45.55,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46448,1112849793,D,70.51,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46449,1111539075,B,42.58,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46450,1114860815,D,82.57,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46451,1136218104,C,57.83,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46452,1125769602,B,46.62,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46453,1125598234,B,47.82,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46454,1127859483,C,60.93,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46455,1140878812,C,63.98,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46456,1115368916,C,61.48,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46457,1117858340,B,51.91,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46458,1138858978,C,56.21,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46459,1142327185,C,58.05,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46460,1127082581,C,61.09,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46461,1108125224,B,44.4,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46462,1100872745,B,47.61,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46463,1083669665,B,44.9,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46464,1231023914,B,41.11,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46465,1107609598,A,34.53,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46466,1107918690,B,46.36,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46467,1086769896,C,63.4,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46468,1100526107,A,33.89,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46469,137705697,C,55.93,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46470,1139177355,A,29.47,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46471,1145825153,B,44.23,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46472,1110162692,B,43.04,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46473,1142098966,C,60.27,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46474,1135127948,A,16.77,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46475,1113340921,B,41.49,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46476,1101121320,A,20.36,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46477,1115462021,B,44.35,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46478,1099086307,A,37.08,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46479,1125300049,B,54.68,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46480,1106129757,B,53.9,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46481,1128792990,A,21.72,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46482,1106892156,A,10.91,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46483,1102356329,A,32.91,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46484,1124731507,A,34.86,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46485,1148970867,C,61.45,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46486,1020770879,D,90.76,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46487,1112869134,B,43.19,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46488,1107753831,D,98.72,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46489,1140907976,C,64.36,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46490,1100822079,B,42.18,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46491,1023449918,A,2.54,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46492,1081539854,A,4.52,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46493,1100090685,B,49.02,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46494,1120562487,A,27.87,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46495,1117210316,A,1.5,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46496,1049865434,C,55.71,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46497,1113636813,B,47.99,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46498,1125406671,C,56.43,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46499,1099405338,A,9.57,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46500,1097987839,A,13.38,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46501,1112548884,B,51.19,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46502,1137186046,A,34.32,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46503,1080898209,C,56.31,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46504,1100372233,B,50.01,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46505,1101665794,C,55.45,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46506,1104352363,B,42.79,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46507,1124678562,D,99.64,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46508,1081075101,A,25.89,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46509,1101512074,A,26.91,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46510,1142598297,C,59.62,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46511,1148479338,A,34.06,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46512,1110797804,B,53.38,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46513,1124638220,A,36.5,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46514,1093418463,C,59.91,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46515,1106014142,B,45.93,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46516,1149234402,A,6.21,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46517,1107596294,B,51.22,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46518,1020069274,A,16.9,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46519,1122822010,A,15.73,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46520,1121780587,A,0.58,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46521,1144715023,C,59.59,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46522,265126,B,47.97,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46523,1105006797,A,23.01,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46524,1092647132,A,14.92,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46525,1105328282,B,45.89,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46526,1112662995,B,49.39,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46527,1136810605,C,59.55,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46528,1148497857,B,47.88,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46529,1036329129,B,50.23,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46530,1107727433,B,47.87,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46531,1134150009,B,54.93,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46532,1129557158,A,20.26,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46533,1141209133,D,67.67,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46534,1116622325,D,80.41,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46535,1109876884,B,46.64,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46536,1102542437,A,3.47,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46537,1147277168,B,50.73,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46538,1107724722,D,81.15,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46539,1101893522,C,59.88,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46540,1110584642,A,11.19,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46541,1137858564,B,48.45,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46542,1095037971,B,46.51,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46543,1098459798,C,57.75,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46544,1088967691,B,52.79,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46545,1119388585,A,39.94,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46546,1137672693,B,50.43,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46547,1135559691,A,35.69,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46548,1278270993,B,50.54,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46549,1124637792,A,19.02,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46550,1125377241,C,64.27,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46551,1118096614,B,45.63,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46552,1137742192,A,27.43,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46553,1148347815,B,45.77,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46554,1131532794,A,15.39,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46555,1081250396,A,16.02,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46556,1046794574,A,39.52,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46557,1126697747,C,55.89,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46558,1100366925,B,53.51,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46559,1102254315,C,55.03,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46560,1091020750,A,27.49,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46561,1130163373,D,85.17,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46562,1137092672,D,65.7,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46563,1101033229,B,44.56,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46564,1082807030,C,64.09,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46565,1099828290,B,54.22,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46566,1147441664,B,48.28,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46567,1136245371,B,49.27,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46568,1130958058,D,80.19,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46569,1092360097,C,55.05,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46570,1130475143,C,58.69,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46571,1101725897,A,39.61,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46572,1100352143,D,80.45,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46573,1090005530,B,48.17,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46574,1101666735,A,30.99,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46575,1118903350,B,47.15,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46576,1084157417,A,23.77,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46577,1096719003,C,56.68,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46578,1134527674,C,59.31,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46579,1126310539,D,94.45,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46580,1114281983,B,47.14,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46581,1147110568,D,90.08,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46582,1124969476,C,58.92,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46583,1149061225,B,53.72,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46584,1111674477,A,15.44,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46585,1098261565,B,52.97,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46586,1091788278,A,21.04,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46587,1117211808,B,52.52,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46588,195893,B,49.57,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46589,1147034040,A,24.12,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46590,1138974024,B,47.93,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46591,1115046861,D,93.2,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46592,1141363426,A,12.33,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46593,1124373507,C,60.86,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46594,1119343421,B,52.74,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46595,1112999293,A,9.48,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46596,1128812875,B,42.35,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46597,1126198740,B,43.14,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46598,1093626566,A,31.19,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46599,1123247989,A,13.63,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46600,1105729779,C,59.82,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46601,1110929682,C,57.09,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46602,1113224453,A,1.0,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46603,1104343144,B,47.58,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46604,1111132961,B,41.26,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46605,1110472707,A,18.99,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46606,1123095276,B,48.77,Antioquia,Antioquia,2025-03-30 21:40:41.540111
46607,1103288437,B,44.16,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46608,1128668970,A,10.71,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46609,1106951370,D,78.09,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46610,1108218528,B,41.59,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46611,1148836649,B,54.82,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46612,1149169740,C,58.25,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46613,1114545068,A,24.39,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46614,1129394261,B,47.47,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
46615,1085377685,A,28.22,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46616,1093608628,C,64.2,Atlántico,Atlántico,2025-03-30 21:40:41.540111
46617,1094164991,A,3.35,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
46618,1126269451,B,50.34,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
