matricula_id,cedula,institucion,programa,estado,fecha_inicio,intensidad_horaria
MAT-00019043,1112057453,Instituto Digital Global,Tecnología en Sistemas,VIGENTE,2024-07-26 21:40:41.120462,24
MAT-00019044,1140237693,Colegio Nacional Loperena,Tecnología en Gestión Administrativa,VIGENTE,2024-12-15 21:40:39.024377,31
MAT-00019045,1118595720,Instituto Digital Global,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-05-19 21:40:41.195829,39
MAT-00019046,1142045035,Academia Superior de Gestión,Tecnología en Sistemas,VIGENTE,2025-03-02 21:40:41.130190,38
MAT-00019047,1149896060,SENA Regional Antioquia,Tecnología en Gestión Administrativa,VIGENTE,2024-05-19 21:40:39.159505,34
MAT-00019048,1132502680,SENA Regional Valle del Cauca,Tecnología en Electrónica,VIGENTE,2025-01-14 21:40:40.736436,36
MAT-00019049,1121054525,SENA Regional Valle del Cauca,Ingeniería de Sistemas,VIGENTE,2025-11-10 21:40:39.765062,32
MAT-00019050,1133011943,SENA Regional Antioquia,Tecnología en Sistemas,VIGENTE,2025-05-14 21:40:40.317034,28
MAT-00019051,1138318157,Colegio Departamental Simón Bolívar,Tecnología en Sistemas,VIGENTE,2025-02-13 21:40:38.942749,31
MAT-00019052,1140168033,Instituto Digital Global,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-05-21 21:40:41.160351,24
MAT-00019053,1115322877,SENA Regional Atlántico,Tecnología en Gestión Administrativa,VIGENTE,2025-08-12 21:40:41.286065,26
MAT-00019054,1129026117,Colegio Departamental Simón Bolívar,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-10-16 21:40:39.202320,37
MAT-00019055,1141594878,Colegio Departamental Simón Bolívar,Arquitectura,VIGENTE,2024-09-16 21:40:39.658906,22
MAT-00019056,1249257866,Institución Educativa José María Córdoba,Ingeniería de Sistemas,VIGENTE,2024-03-20 21:40:41.044262,26
MAT-00019057,1131929472,SENA Regional Bogotá,Tecnología en Electrónica,VIGENTE,2024-01-20 21:40:40.275284,28
MAT-00019058,1021613856,Colegio Distrital San Francisco,Tecnología en Electrónica,VIGENTE,2025-07-13 21:40:39.758825,31
MAT-00019059,1133818132,Colegio Departamental Simón Bolívar,Tecnología en Gestión Administrativa,VIGENTE,2025-09-11 21:40:39.137702,36
MAT-00019060,1135452453,Colegio Departamental Simón Bolívar,Tecnología en Electrónica,VIGENTE,2025-07-13 21:40:39.570867,28
MAT-00019061,1147640787,Colegio Distrital San Francisco,Tecnología en Gestión Administrativa,VIGENTE,2025-11-10 21:40:39.015759,30
MAT-00019062,1121192670,SENA Regional Valle del Cauca,Economía,VIGENTE,2025-04-14 21:40:40.151527,32
MAT-00019063,1117739200,SENA Regional Antioquia,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-03-20 21:40:38.732082,33
MAT-00019064,1129632368,SENA Regional Antioquia,Arquitectura,INACTIVA,2024-10-16 21:40:40.918494,0
MAT-00019065,1214525605,Colegio Nacional Loperena,Medicina,VIGENTE,2025-02-13 21:40:41.067335,34
MAT-00019066,1093568412,Colegio Nacional Loperena,Tecnología en Sistemas,VIGENTE,2024-04-19 21:40:40.063824,34
MAT-00019067,1138020913,Colegio Distrital San Francisco,Administración de Empresas,VIGENTE,2023-12-21 21:40:40.252310,34
MAT-00019068,1119202859,SENA Regional Bogotá,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-06-18 21:40:39.631091,20
MAT-00019069,1080736668,SENA Regional Atlántico,Contaduría Pública,VIGENTE,2024-11-15 21:40:39.220168,37
MAT-00019070,1102183351,SENA Regional Atlántico,Tecnología en Sistemas,VIGENTE,2023-12-21 21:40:40.040071,31
MAT-00019071,1103339302,SENA Regional Bogotá,Ingeniería Civil,VIGENTE,2025-01-14 21:40:40.668535,22
MAT-00019072,1125761955,Colegio Distrital San Francisco,Tecnología en Sistemas,VIGENTE,2023-12-21 21:40:38.825939,39
MAT-00019073,1120397939,Colegio Nacional Loperena,Tecnología en Sistemas,VIGENTE,2025-02-13 21:40:39.409918,38
MAT-00019074,1083474962,SENA Regional Bogotá,Economía,VIGENTE,2025-11-10 21:40:40.301345,26
MAT-00019075,1142556701,Colegio Nacional Loperena,Contaduría Pública,VIGENTE,2025-11-10 21:40:39.283949,34
MAT-00019076,1135712204,Colegio Departamental Simón Bolívar,Economía,VIGENTE,2025-01-14 21:40:38.752055,35
MAT-00019077,1298989450,SENA Regional Valle del Cauca,Ingeniería Civil,VIGENTE,2025-11-10 21:40:41.026687,20
MAT-00019078,1112167720,SENA Regional Antioquia,Enfermería,INACTIVA,2024-12-15 21:40:39.280597,0
MAT-00019079,1063248883,Institución Educativa José María Córdoba,Ingeniería Civil,VIGENTE,2024-02-19 21:40:40.986476,20
MAT-00019080,1083389862,SENA Regional Antioquia,Enfermería,VIGENTE,2025-06-13 21:40:39.443105,30
MAT-00019081,1119942670,SENA Regional Antioquia,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-05-19 21:40:38.751065,20
MAT-00019082,1138716041,SENA Regional Atlántico,Tecnología en Electrónica,VIGENTE,2024-04-19 21:40:40.175892,36
MAT-00019083,1112730737,SENA Regional Bogotá,Tecnología en Gestión Administrativa,VIGENTE,2024-01-20 21:40:39.511185,38
MAT-00019084,1009423062,Colegio Departamental Simón Bolívar,Ingeniería de Sistemas,VIGENTE,2025-09-11 21:40:38.706263,29
MAT-00019085,1148269212,SENA Regional Atlántico,Arquitectura,VIGENTE,2023-12-21 21:40:39.877523,31
MAT-00019086,1101546755,SENA Regional Valle del Cauca,Ingeniería de Sistemas,VIGENTE,2024-03-20 21:40:39.221505,35
MAT-00019087,1093153278,SENA Regional Antioquia,Ingeniería de Sistemas,VIGENTE,2024-02-19 21:40:39.051940,21
MAT-00019088,1123175935,Colegio Departamental Simón Bolívar,Medicina,VIGENTE,2025-08-12 21:40:41.250027,40
MAT-00019089,1139830085,Institución Educativa José María Córdoba,Psicología,VIGENTE,2024-01-20 21:40:40.868261,39
MAT-00019090,1106166365,Centro Educativo Los Pinos,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-12-31 21:40:41.178879,25
MAT-00019091,1028093548,Colegio Departamental Simón Bolívar,Ingeniería Civil,VIGENTE,2024-12-15 21:40:39.195578,33
MAT-00019092,1144768085,Colegio Distrital San Francisco,Administración de Empresas,VIGENTE,2024-07-18 21:40:39.176582,27
MAT-00019093,1138723351,SENA Regional Valle del Cauca,Tecnología en Sistemas,VIGENTE,2024-06-18 21:40:38.994065,20
MAT-00019094,1099350677,SENA Regional Bogotá,Economía,VIGENTE,2025-05-14 21:40:41.278990,20
MAT-00019095,1144532598,Universidad Virtual del Caribe Online,Tecnología en Electrónica,INACTIVA,2025-03-15 21:40:41.152658,0
MAT-00019096,1119035802,SENA Regional Antioquia,Tecnología en Gestión Administrativa,VIGENTE,2024-07-18 21:40:40.083669,36
MAT-00019097,1146652916,SENA Regional Bogotá,Medicina,VIGENTE,2024-11-15 21:40:39.779696,25
MAT-00019098,1149110998,SENA Regional Bogotá,Tecnología en Gestión Administrativa,VIGENTE,2024-09-16 21:40:40.873513,21
MAT-00019099,1145589961,Centro Educativo Los Pinos,Enfermería,VIGENTE,2024-09-16 21:40:41.195143,37
MAT-00019100,1041394931,Colegio Distrital San Francisco,Ingeniería Civil,VIGENTE,2023-12-21 21:40:39.716240,29
MAT-00019101,1107937847,SENA Regional Valle del Cauca,Tecnología en Gestión Administrativa,VIGENTE,2025-05-14 21:40:40.969746,25
MAT-00019102,1122867953,SENA Regional Antioquia,Economía,VIGENTE,2025-04-14 21:40:40.412991,28
MAT-00019103,1148608341,Colegio Distrital San Francisco,Tecnología en Electrónica,VIGENTE,2024-09-16 21:40:40.929586,31
MAT-00019104,1057225502,Institución Educativa José María Córdoba,Tecnología en Sistemas,VIGENTE,2025-06-13 21:40:39.156521,37
MAT-00019105,1121645314,SENA Regional Antioquia,Ingeniería de Sistemas,VIGENTE,2024-04-19 21:40:39.785077,33
MAT-00019106,1013556182,Colegio Departamental Simón Bolívar,Tecnología en Gestión Administrativa,VIGENTE,2024-01-20 21:40:38.541589,40
MAT-00019107,1138675520,SENA Regional Atlántico,Tecnología en Sistemas,VIGENTE,2024-09-16 21:40:39.641261,30
MAT-00019108,1043608081,Colegio Distrital San Francisco,Tecnología en Gestión Administrativa,VIGENTE,2025-09-11 21:40:38.840881,39
MAT-00019109,1127715175,SENA Regional Bogotá,Contaduría Pública,VIGENTE,2025-09-11 21:40:38.567025,40
MAT-00019110,1124371112,Colegio Departamental Simón Bolívar,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-07-18 21:40:40.663274,36
MAT-00019111,571170,Colegio Departamental Simón Bolívar,Tecnología en Sistemas,VIGENTE,2024-04-19 21:40:41.084875,24
MAT-00019112,1146473702,SENA Regional Bogotá,Ingeniería Civil,VIGENTE,2024-07-18 21:40:40.604406,23
MAT-00019113,1145470178,Colegio Nacional Loperena,Tecnología en Electrónica,VIGENTE,2025-05-14 21:40:38.649603,35
MAT-00019114,1127130958,Colegio Departamental Simón Bolívar,Administración de Empresas,VIGENTE,2024-11-15 21:40:39.047625,36
MAT-00019115,1127179077,Colegio Nacional Loperena,Tecnología en Sistemas,VIGENTE,2025-03-15 21:40:39.606125,20
MAT-00019116,1055753298,Colegio Departamental Simón Bolívar,Contaduría Pública,VIGENTE,2024-03-20 21:40:38.810632,25
MAT-00019117,1129881715,Colegio Nacional Loperena,Tecnología en Electrónica,VIGENTE,2024-06-18 21:40:39.804070,29
MAT-00019118,1098743788,SENA Regional Bogotá,Administración de Empresas,VIGENTE,2025-08-12 21:40:38.983629,24
MAT-00019119,1145614428,SENA Regional Valle del Cauca,Tecnología en Electrónica,VIGENTE,2025-03-15 21:40:39.513612,27
MAT-00019120,1113159985,SENA Regional Valle del Cauca,Tecnología en Electrónica,VIGENTE,2025-04-14 21:40:38.738570,20
MAT-00019121,1125885205,SENA Regional Antioquia,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-01-20 21:40:40.081314,29
MAT-00019122,1149769475,SENA Regional Bogotá,Arquitectura,VIGENTE,2025-08-12 21:40:40.135291,26
MAT-00019123,1143453012,SENA Regional Bogotá,Tecnología en Sistemas,VIGENTE,2024-01-20 21:40:38.968769,22
MAT-00019124,1116893210,SENA Regional Atlántico,Tecnología en Electrónica,VIGENTE,2024-03-20 21:40:41.257673,39
MAT-00019125,1146328696,SENA Regional Atlántico,Tecnología en Sistemas,VIGENTE,2023-12-21 21:40:40.089160,28
MAT-00019126,1136998507,SENA Regional Atlántico,Tecnología en Gestión Administrativa,VIGENTE,2025-08-12 21:40:39.867237,28
MAT-00019127,1126436691,SENA Regional Atlántico,Tecnología en Sistemas,VIGENTE,2024-02-19 21:40:39.064039,29
MAT-00019128,1141941825,SENA Regional Antioquia,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-06-13 21:40:40.190279,34
MAT-00019129,1098376172,SENA Regional Atlántico,Economía,VIGENTE,2024-05-19 21:40:38.966583,38
MAT-00019130,1145197734,Colegio Departamental Simón Bolívar,Tecnología en Electrónica,VIGENTE,2024-10-16 21:40:39.271348,26
MAT-00019131,1118632340,Centro Educativo Los Pinos,Medicina,VIGENTE,2024-02-19 21:40:41.197112,23
MAT-00019132,1117584883,Academia Superior de Gestión,Tecnología en Electrónica,VIGENTE,2024-11-13 21:40:41.129569,34
MAT-00019133,1119870172,SENA Regional Antioquia,Tecnología en Electrónica,VIGENTE,2024-11-15 21:40:40.400240,21
MAT-00019134,1126266331,Colegio Departamental Simón Bolívar,Tecnología en Gestión Administrativa,VIGENTE,2025-01-14 21:40:40.876001,29
MAT-00019135,1094076501,SENA Regional Bogotá,Contaduría Pública,VIGENTE,2024-01-20 21:40:38.899245,36
MAT-00019136,1146215232,Colegio Departamental Simón Bolívar,Tecnología en Sistemas,VIGENTE,2024-05-19 21:40:40.068128,40
MAT-00019137,1138779594,Institución Educativa José María Córdoba,Tecnología en Gestión Administrativa,VIGENTE,2024-04-19 21:40:39.912985,39
MAT-00019138,1134799869,SENA Regional Valle del Cauca,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-04-14 21:40:39.002315,30
MAT-00019139,1140048367,Colegio Departamental Simón Bolívar,Economía,VIGENTE,2025-01-14 21:40:40.263360,24
MAT-00019140,1131174973,Colegio Nacional Loperena,Contaduría Pública,VIGENTE,2025-11-10 21:40:39.970943,39
MAT-00019141,1121015351,Colegio Distrital San Francisco,Economía,VIGENTE,2024-02-19 21:40:38.736822,20
MAT-00019142,1135297232,Colegio Distrital San Francisco,Tecnología en Sistemas,VIGENTE,2025-03-15 21:40:39.304904,39
MAT-00019143,1101120494,SENA Regional Valle del Cauca,Tecnología en Gestión Administrativa,VIGENTE,2025-04-14 21:40:38.787661,28
MAT-00019144,1105821986,SENA Regional Bogotá,Tecnología en Sistemas,VIGENTE,2025-11-10 21:40:40.604290,24
MAT-00019145,1055033190,Colegio Nacional Loperena,Administración de Empresas,VIGENTE,2024-03-20 21:40:40.670433,23
MAT-00019146,1139025205,SENA Regional Valle del Cauca,Tecnología en Electrónica,VIGENTE,2025-01-14 21:40:39.809267,22
MAT-00019147,1134944896,SENA Regional Valle del Cauca,Arquitectura,VIGENTE,2025-07-13 21:40:40.859090,38
MAT-00019148,1122081220,SENA Regional Valle del Cauca,Tecnología en Electrónica,VIGENTE,2025-08-12 21:40:39.094364,35
MAT-00019149,1139697614,Colegio Nacional Loperena,Administración de Empresas,VIGENTE,2025-03-15 21:40:40.148229,20
MAT-00019150,1109602125,SENA Regional Bogotá,Tecnología en Gestión Administrativa,VIGENTE,2024-12-15 21:40:39.552868,35
MAT-00019151,1133457057,SENA Regional Atlántico,Ingeniería Civil,VIGENTE,2025-02-13 21:40:40.471299,35
MAT-00019152,1100419760,SENA Regional Valle del Cauca,Contaduría Pública,VIGENTE,2024-12-15 21:40:39.070336,25
MAT-00019153,1141828652,Colegio Nacional Loperena,Tecnología en Electrónica,VIGENTE,2024-05-19 21:40:40.359687,34
MAT-00019154,1063255440,Colegio Nacional Loperena,Arquitectura,VIGENTE,2025-06-13 21:40:39.537565,32
MAT-00019155,1142314077,Institución Educativa José María Córdoba,Tecnología en Gestión Administrativa,VIGENTE,2024-07-18 21:40:39.747416,36
MAT-00019156,1027612822,Colegio Distrital San Francisco,Tecnología en Electrónica,VIGENTE,2024-07-18 21:40:39.594840,34
MAT-00019157,1137875818,SENA Regional Bogotá,Tecnología en Sistemas,VIGENTE,2024-05-19 21:40:38.769469,29
MAT-00019158,1119540298,SENA Regional Atlántico,Tecnología en Sistemas,VIGENTE,2023-12-21 21:40:40.462613,40
MAT-00019159,1148138371,Colegio Nacional Loperena,Psicología,VIGENTE,2024-05-19 21:40:40.626989,23
MAT-00019160,1148442435,Colegio Departamental Simón Bolívar,Contaduría Pública,VIGENTE,2025-03-15 21:40:39.027429,37
MAT-00019161,1132636754,Colegio Departamental Simón Bolívar,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-05-14 21:40:38.953890,34
MAT-00019162,1144913382,SENA Regional Atlántico,Ingeniería Civil,VIGENTE,2024-05-19 21:40:39.147379,36
MAT-00019163,1089151356,SENA Regional Antioquia,Psicología,VIGENTE,2024-06-18 21:40:40.619346,31
MAT-00019164,1138201933,Colegio Distrital San Francisco,Tecnología en Gestión Administrativa,VIGENTE,2023-12-21 21:40:39.478213,37
MAT-00019165,1004793917,Colegio Nacional Loperena,Enfermería,VIGENTE,2025-09-11 21:40:40.196295,24
MAT-00019166,1121423854,SENA Regional Bogotá,Tecnología en Sistemas,VIGENTE,2025-03-15 21:40:40.458510,31
MAT-00019167,1124827769,Centro Educativo Los Pinos,Contaduría Pública,VIGENTE,2025-06-13 21:40:41.170958,25
MAT-00019168,1118555362,SENA Regional Atlántico,Ingeniería Civil,VIGENTE,2025-08-12 21:40:39.281619,25
MAT-00019169,1137002142,SENA Regional Atlántico,Psicología,VIGENTE,2025-01-14 21:40:38.612884,31
MAT-00019170,1137989218,SENA Regional Atlántico,Tecnología en Electrónica,VIGENTE,2024-12-15 21:40:39.522948,26
MAT-00019171,1107319818,SENA Regional Antioquia,Derecho,VIGENTE,2024-11-15 21:40:40.645921,28
MAT-00019172,1124421690,Universidad Virtual del Caribe Online,Tecnología en Electrónica,VIGENTE,2025-08-16 21:40:41.187282,34
MAT-00019173,1132106366,Colegio Nacional Loperena,Ingeniería de Sistemas,VIGENTE,2024-12-15 21:40:38.564498,23
MAT-00019174,1135851034,SENA Regional Bogotá,Enfermería,VIGENTE,2024-05-19 21:40:39.468858,30
MAT-00019175,1127408337,Colegio Departamental Simón Bolívar,Tecnología en Electrónica,VIGENTE,2024-12-15 21:40:39.055775,39
MAT-00019176,1121856879,Institución Educativa José María Córdoba,Tecnología en Sistemas,VIGENTE,2024-04-19 21:40:39.037577,25
MAT-00019177,1128618369,Colegio Nacional Loperena,Derecho,VIGENTE,2024-02-19 21:40:39.038243,33
MAT-00019178,1122752738,Colegio Departamental Simón Bolívar,Psicología,VIGENTE,2025-09-11 21:40:38.555246,24
MAT-00019179,1145556064,Colegio Nacional Loperena,Tecnología en Gestión Administrativa,INACTIVA,2025-06-13 21:40:40.145592,0
MAT-00019180,1137304633,Colegio Nacional Loperena,Tecnología en Gestión Administrativa,VIGENTE,2024-03-20 21:40:40.048675,28
MAT-00019181,1044788257,Colegio Nacional Loperena,Medicina,VIGENTE,2024-07-18 21:40:40.933812,39
MAT-00019182,1100149848,SENA Regional Antioquia,Enfermería,VIGENTE,2025-11-10 21:40:38.776475,38
MAT-00019183,1106582478,SENA Regional Atlántico,Tecnología en Electrónica,VIGENTE,2024-02-19 21:40:39.220279,27
MAT-00019184,1139603666,SENA Regional Atlántico,Tecnología en Gestión Administrativa,VIGENTE,2024-03-20 21:40:38.610792,24
MAT-00019185,1144483537,SENA Regional Valle del Cauca,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-08-12 21:40:39.759548,27
MAT-00019186,1148514915,SENA Regional Bogotá,Tecnología en Gestión Administrativa,VIGENTE,2025-02-13 21:40:38.804186,22
MAT-00019187,1084129776,SENA Regional Valle del Cauca,Enfermería,VIGENTE,2024-11-15 21:40:40.800434,30
MAT-00019188,1140339415,SENA Regional Atlántico,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-05-14 21:40:40.919204,40
MAT-00019189,1141856532,Colegio Distrital San Francisco,Enfermería,VIGENTE,2024-01-20 21:40:39.402278,21
MAT-00019190,1005037634,Colegio Nacional Loperena,Tecnología en Electrónica,VIGENTE,2024-10-16 21:40:41.232644,37
MAT-00019191,1132916221,SENA Regional Valle del Cauca,Tecnología en Sistemas,VIGENTE,2025-09-11 21:40:40.849198,21
MAT-00019192,1138062620,SENA Regional Bogotá,Ingeniería de Sistemas,VIGENTE,2025-04-14 21:40:39.814263,30
MAT-00019193,1137444510,Colegio Departamental Simón Bolívar,Ingeniería de Sistemas,VIGENTE,2023-12-21 21:40:40.314526,21
MAT-00019194,1116656096,SENA Regional Antioquia,Contaduría Pública,VIGENTE,2025-10-11 21:40:39.121404,38
MAT-00019195,1143116049,SENA Regional Bogotá,Tecnología en Gestión Administrativa,VIGENTE,2025-10-11 21:40:39.404678,34
MAT-00019196,1208948001,Colegio Departamental Simón Bolívar,Administración de Empresas,VIGENTE,2025-07-13 21:40:41.096540,28
MAT-00019197,1102061982,SENA Regional Antioquia,Tecnología en Gestión Administrativa,VIGENTE,2024-12-15 21:40:39.067235,40
MAT-00019198,1133190507,Colegio Nacional Loperena,Enfermería,VIGENTE,2023-12-21 21:40:40.111264,27
MAT-00019199,1134683736,Colegio Distrital San Francisco,Tecnología en Sistemas,VIGENTE,2024-07-18 21:40:39.893963,34
MAT-00019200,1138574656,SENA Regional Bogotá,Tecnología en Sistemas,VIGENTE,2025-04-14 21:40:40.025625,29
MAT-00019201,1111522995,SENA Regional Atlántico,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-07-13 21:40:39.269942,20
MAT-00019202,1141140076,SENA Regional Antioquia,Psicología,VIGENTE,2024-10-16 21:40:39.466462,21
MAT-00019203,1146507011,SENA Regional Bogotá,Tecnología en Gestión Administrativa,VIGENTE,2025-03-15 21:40:39.350475,27
MAT-00019204,1229409083,Colegio Nacional Loperena,Tecnología en Electrónica,VIGENTE,2024-02-19 21:40:41.022232,23
MAT-00019205,1082179898,SENA Regional Atlántico,Contaduría Pública,VIGENTE,2024-05-19 21:40:40.607939,38
MAT-00019206,1114818076,SENA Regional Antioquia,Derecho,VIGENTE,2024-02-19 21:40:40.032726,33
MAT-00019207,1139672670,SENA Regional Bogotá,Derecho,VIGENTE,2025-10-11 21:40:38.871590,31
MAT-00019208,1137474924,Colegio Nacional Loperena,Tecnología en Electrónica,VIGENTE,2024-03-20 21:40:40.504749,23
MAT-00019209,361504,Institución Educativa José María Córdoba,Arquitectura,VIGENTE,2025-08-12 21:40:41.069516,22
MAT-00019210,1103397300,SENA Regional Bogotá,Administración de Empresas,VIGENTE,2024-05-19 21:40:40.408848,32
MAT-00019211,1144617136,Colegio Departamental Simón Bolívar,Psicología,VIGENTE,2024-07-18 21:40:40.304604,35
MAT-00019212,1146267007,Colegio Departamental Simón Bolívar,Tecnología en Sistemas,VIGENTE,2025-11-10 21:40:39.497177,30
MAT-00019213,1124845451,SENA Regional Valle del Cauca,Tecnología en Electrónica,VIGENTE,2024-02-19 21:40:40.198371,22
MAT-00019214,1144196709,SENA Regional Atlántico,Tecnología en Electrónica,VIGENTE,2025-04-14 21:40:40.616948,35
MAT-00019215,1133825128,SENA Regional Valle del Cauca,Tecnología en Electrónica,VIGENTE,2024-11-15 21:40:39.156802,24
MAT-00019216,1112920383,SENA Regional Valle del Cauca,Administración de Empresas,VIGENTE,2024-04-19 21:40:38.853408,27
MAT-00019217,1099253811,SENA Regional Atlántico,Psicología,VIGENTE,2025-06-13 21:40:38.723938,40
MAT-00019218,1063900135,Colegio Departamental Simón Bolívar,Tecnología en Gestión Administrativa,VIGENTE,2024-05-19 21:40:38.545418,22
MAT-00019219,1128517267,SENA Regional Bogotá,Arquitectura,VIGENTE,2024-07-18 21:40:39.773536,30
MAT-00019220,1129978804,SENA Regional Antioquia,Contaduría Pública,VIGENTE,2025-08-12 21:40:39.634066,33
MAT-00019221,1130946746,Colegio Departamental Simón Bolívar,Tecnología en Electrónica,VIGENTE,2025-02-13 21:40:40.272476,28
MAT-00019222,1090708934,Institución Educativa José María Córdoba,Economía,VIGENTE,2024-01-20 21:40:39.416269,20
MAT-00019223,1119950391,SENA Regional Valle del Cauca,Tecnología en Gestión Administrativa,INACTIVA,2025-04-14 21:40:39.246135,0
MAT-00019224,1138417163,SENA Regional Valle del Cauca,Tecnología en Electrónica,VIGENTE,2024-06-18 21:40:38.754502,34
MAT-00019225,1138271299,Colegio Nacional Loperena,Tecnología en Electrónica,INACTIVA,2025-08-12 21:40:39.110073,0
MAT-00019226,912414,SENA Regional Atlántico,Psicología,VIGENTE,2025-10-11 21:40:41.091347,22
MAT-00019227,1127679858,SENA Regional Antioquia,Derecho,VIGENTE,2025-06-13 21:40:40.738607,26
MAT-00019228,1139498599,SENA Regional Valle del Cauca,Tecnología en Electrónica,INACTIVA,2025-11-10 21:40:39.334323,0
MAT-00019229,1134673360,SENA Regional Bogotá,Psicología,VIGENTE,2024-12-15 21:40:39.790550,21
MAT-00019230,1133525456,Colegio Departamental Simón Bolívar,Tecnología en Electrónica,INACTIVA,2025-05-14 21:40:39.403459,0
MAT-00019231,1005046777,Colegio Departamental Simón Bolívar,Tecnología en Sistemas,VIGENTE,2024-05-19 21:40:39.122393,23
MAT-00019232,1146961853,Colegio Distrital San Francisco,Tecnología en Sistemas,VIGENTE,2024-12-15 21:40:39.429825,37
MAT-00019233,1137808580,Colegio Distrital San Francisco,Tecnología en Gestión Administrativa,VIGENTE,2025-02-13 21:40:40.721816,38
MAT-00019234,1120013657,Colegio Distrital San Francisco,Tecnología en Sistemas,VIGENTE,2024-08-17 21:40:39.467412,34
MAT-00019235,1129966508,SENA Regional Atlántico,Arquitectura,INACTIVA,2025-09-11 21:40:39.103613,0
MAT-00019236,1110751138,Centro Educativo Los Pinos,Derecho,VIGENTE,2025-03-15 21:40:41.170781,37
MAT-00019237,1132673396,Institución Educativa José María Córdoba,Tecnología en Sistemas,VIGENTE,2025-08-12 21:40:39.495097,23
MAT-00019238,1105873285,SENA Regional Valle del Cauca,Tecnología en Sistemas,VIGENTE,2024-07-18 21:40:40.014659,35
MAT-00019239,1121370282,SENA Regional Bogotá,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-09-11 21:40:39.122557,40
MAT-00019240,1111487866,SENA Regional Antioquia,Medicina,VIGENTE,2024-03-20 21:40:39.151919,33
MAT-00019241,1126665546,Colegio Departamental Simón Bolívar,Tecnología en Electrónica,VIGENTE,2024-02-19 21:40:39.509088,26
MAT-00019242,1139637393,SENA Regional Bogotá,Tecnología en Sistemas,VIGENTE,2024-12-15 21:40:39.127895,34
MAT-00019243,1141412533,SENA Regional Valle del Cauca,Tecnología en Sistemas,VIGENTE,2024-02-19 21:40:40.007987,31
MAT-00019244,1107202539,SENA Regional Valle del Cauca,Tecnología en Gestión Administrativa,VIGENTE,2024-04-19 21:40:39.333303,38
MAT-00019245,1122095290,Institución Educativa José María Córdoba,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-03-15 21:40:40.926803,40
MAT-00019246,1141990058,Institución Educativa José María Córdoba,Ingeniería de Sistemas,VIGENTE,2024-05-19 21:40:40.917014,28
MAT-00019247,1122472869,SENA Regional Valle del Cauca,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-09-16 21:40:38.834796,35
MAT-00019248,1101202960,SENA Regional Bogotá,Psicología,INACTIVA,2024-05-19 21:40:40.203901,0
MAT-00019249,1139622251,Colegio Distrital San Francisco,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-11-15 21:40:39.362546,32
MAT-00019250,1146290970,Colegio Nacional Loperena,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-02-13 21:40:39.821832,26
MAT-00019251,1149208621,Instituto Digital Global,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-05-19 21:40:41.165323,24
MAT-00019252,1107110660,SENA Regional Antioquia,Arquitectura,VIGENTE,2024-08-17 21:40:40.196513,31
MAT-00019253,1106411822,SENA Regional Valle del Cauca,Tecnología en Gestión Administrativa,VIGENTE,2024-01-20 21:40:40.996649,32
MAT-00019254,1083682975,Colegio Distrital San Francisco,Tecnología en Sistemas,VIGENTE,2024-11-15 21:40:39.723349,26
MAT-00019255,1101475531,SENA Regional Bogotá,Economía,VIGENTE,2025-08-12 21:40:39.283432,25
MAT-00019256,1138998746,SENA Regional Valle del Cauca,Tecnología en Electrónica,VIGENTE,2024-11-15 21:40:40.512683,34
MAT-00019257,1128017722,Institución Educativa José María Córdoba,Tecnología en Sistemas,VIGENTE,2025-10-11 21:40:40.568054,38
MAT-00019258,1124542890,SENA Regional Valle del Cauca,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-09-16 21:40:39.698713,35
MAT-00019259,1126547547,Colegio Departamental Simón Bolívar,Tecnología en Gestión Administrativa,VIGENTE,2024-10-16 21:40:39.856763,27
MAT-00019260,1105903022,SENA Regional Antioquia,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-03-20 21:40:39.763000,35
MAT-00019261,1101734675,SENA Regional Valle del Cauca,Psicología,VIGENTE,2024-02-19 21:40:39.086267,24
MAT-00019262,1124238972,Colegio Distrital San Francisco,Derecho,VIGENTE,2025-07-13 21:40:39.939461,20
MAT-00019263,1141325445,SENA Regional Antioquia,Arquitectura,VIGENTE,2025-11-10 21:40:40.411240,25
